account_id,vpa,created_at,device_id,is_mule
A000097,user00097@bank,2025-07-04 22:42:57.608166,7f439260627c,0
A000098,user00098@bank,2025-01-03 22:42:57.608166,b2b2a0889b39,0
A000099,user00099@bank,2025-05-12 22:42:57.608166,1b0e57f38c0d,0
A000100,user00100@bank,2025-07-04 22:42:57.608166,5addf850b9f9,0
A000101,user00101@bank,2024-11-19 22:42:57.608166,f63ecad7e473,0
A000102,user00102@bank,2025-02-07 22:42:57.608166,d16d3da837be,0
A000103,user00103@bank,2025-04-01 22:42:57.608166,17c686a22b8f,0
A000104,user00104@bank,2024-11-25 22:42:57.608166,d7c749e306f7,0
A000105,user00105@bank,2025-02-28 22:42:57.608166,6b672e48a888,0
A000106,user00106@bank,2025-08-08 22:42:57.608166,4f7c684ce8e4,0
A000107,user00107@bank,2025-06-07 22:42:57.608166,b728f23a9fd8,0
A000108,user00108@bank,2025-08-10 22:42:57.608166,477c36fa358e,0
A000109,user00109@bank,2025-06-16 22:42:57.608166,9a38dd609e72,0
A000110,user00110@bank,2025-01-06 22:42:57.608166,2ea23696dc6d,0
A000111,user00111@bank,2025-01-18 22:42:57.608166,0ae56b4c7d51,0
A000112,user00112@bank,2025-06-08 22:42:57.608166,5f4e29ef7f54,1
A000113,user00113@bank,2024-12-25 22:42:57.608166,0a9bab513b0e,0
A000114,user00114@bank,2025-03-15 22:42:57.608166,eff982f99e42,0
A000115,user00115@bank,2024-12-26 22:42:57.608166,e6b054fd60b0,0
A000116,user00116@bank,2025-03-30 22:42:57.608166,31b4e14ba0f8,0
A000117,user00117@bank,2025-04-18 22:42:57.608166,7526f60b0229,0
A000118,user00118@bank,2025-06-30 22:42:57.608166,08c5f76ebe6a,1
A000119,user00119@bank,2025-08-11 22:42:57.608166,24d671376b2e,1
A000120,user00120@bank,2025-02-02 22:42:57.608166,ccedf1e31936,0
A000121,user00121@bank,2025-02-10 22:42:57.608166,97c0d9e7ce85,0
A000122,user00122@bank,2025-09-04 22:42:57.608166,cca8f0aa344f,0
A000123,user00123@bank,2025-09-26 22:42:57.608166,c02778c02721,0
A000124,user00124@bank,2025-08-25 22:42:57.608166,d50329b14eee,0
A000125,user00125@bank,2025-08-03 22:42:57.608166,3bf7b9acf902,0
A000126,user00126@bank,2024-12-03 22:42:57.608166,7643e54385bc,0
A000127,user00127@bank,2025-07-31 22:42:57.608166,a07e306b3d6e,0
A000128,user00128@bank,2025-03-18 22:42:57.608166,b2c13e0abc46,0
A000129,user00129@bank,2024-12-19 22:42:57.608166,c819e046c98f,0
A000130,user00130@bank,2025-09-18 22:42:57.608166,c35707593da2,0
A000131,user00131@bank,2025-04-06 22:42:57.608166,b1a928f5fdff,0
A000132,user00132@bank,2025-04-08 22:42:57.608166,e25c49ab960a,0
A000133,user00133@bank,2024-12-19 22:42:57.608166,4ae4056b5b6e,0
A000134,user00134@bank,2025-02-23 22:42:57.608166,d2653803ac66,0
A000135,user00135@bank,2025-01-23 22:42:57.608166,0c3ed91ff7ef,0
A000136,user00136@bank,2025-06-14 22:42:57.608166,95c79cb36608,0
A000137,user00137@bank,2025-01-10 22:42:57.608166,ebaa0d4652c4,0
A000138,user00138@bank,2025-10-15 22:42:57.608166,2c366e8d854d,0
A000139,user00139@bank,2025-08-23 22:42:57.608166,7a98c62182d3,0
A000140,user00140@bank,2025-01-19 22:42:57.608166,7bd5e4cae0a9,0
A000141,user00141@bank,2025-06-06 22:42:57.608166,e315a860d3a8,0
A000142,user00142@bank,2024-11-26 22:42:57.608166,78a16b3df5b7,0
A000143,user00143@bank,2025-04-29 22:42:57.608166,51d9ea8090f1,0
A000144,user00144@bank,2025-08-24 22:42:57.608166,d89b8092888d,0
A000145,user00145@bank,2025-05-23 22:42:57.608166,1ccf089e3135,0
A000146,user00146@bank,2025-03-12 22:42:57.608166,a300accd409d,1
A000147,user00147@bank,2025-08-01 22:42:57.608166,36e2812a65c1,0
A000148,user00148@bank,2025-03-02 22:42:57.608166,8669eda6fb77,0
A000149,user00149@bank,2025-10-19 22:42:57.608166,a921f5c3958e,0
A000150,user00150@bank,2025-06-08 22:42:57.608166,269ffcc12505,0
A000151,user00151@bank,2025-02-06 22:42:57.608166,6817f2abdf6d,0
A000152,user00152@bank,2025-07-21 22:42:57.608166,0c5b7d69548c,0
A000153,user00153@bank,2025-02-03 22:42:57.608166,6a9f50936194,0
A000154,user00154@bank,2025-08-27 22:42:57.608166,5acaa38b92ec,0
A000155,user00155@bank,2024-12-04 22:42:57.608166,052a34e8ff89,0
A000156,user00156@bank,2025-05-21 22:42:57.608166,6a2ac51ee38c,0
A000157,user00157@bank,2024-11-27 22:42:57.608166,b0ca32198b47,0
A000158,user00158@bank,2025-02-03 22:42:57.608166,995415c6f10c,0
A000159,user00159@bank,2024-12-13 22:42:57.608166,d87308d5af44,0
A000160,user00160@bank,2025-07-11 22:42:57.608166,8edc06bc466d,0
A000161,user00161@bank,2025-08-03 22:42:57.608166,7e6f541361d6,0
A000162,user00162@bank,2025-04-12 22:42:57.608166,5f9811c78034,0
A000163,user00163@bank,2025-07-30 22:42:57.608166,7090e0caa9b7,0
A000164,user00164@bank,2025-01-17 22:42:57.608166,2133163eeef3,0
A000165,user00165@bank,2025-01-22 22:42:57.608166,52b231ff82ba,0
A000166,user00166@bank,2025-10-20 22:42:57.608166,3f603375d804,0
A000167,user00167@bank,2024-12-18 22:42:57.608166,118b0dbfc451,0
A000168,user00168@bank,2025-05-08 22:42:57.608166,f9d2738f1adf,0
A000169,user00169@bank,2025-02-12 22:42:57.608166,cd7006bdcf5e,0
A000170,user00170@bank,2025-10-11 22:42:57.608166,e743406b5d98,0
A000171,user00171@bank,2025-08-24 22:42:57.608166,2cfff3e23421,0
A000172,user00172@bank,2025-04-18 22:42:57.608166,954115612dc5,0
A000173,user00173@bank,2025-05-16 22:42:57.608166,e7fc6a458ada,0
A000174,user00174@bank,2025-06-20 22:42:57.608166,214ed581a6ed,0
A000175,user00175@bank,2025-09-21 22:42:57.608166,a9bb6f8810a2,0
A000176,user00176@bank,2025-06-19 22:42:57.608166,bfd52f6fdef7,0
A000177,user00177@bank,2025-01-03 22:42:57.608166,a50704f9b66a,0
A000178,user00178@bank,2025-09-10 22:42:57.608166,b2639119706e,0
A000179,user00179@bank,2025-09-07 22:42:57.608166,679a63263f89,0
A000180,user00180@bank,2025-02-14 22:42:57.608166,f829a6c59dce,0
A000181,user00181@bank,2025-09-15 22:42:57.608166,b4b202660845,0
A000182,user00182@bank,2025-01-21 22:42:57.608166,45a83033200a,0
A000183,user00183@bank,2025-08-17 22:42:57.608166,9bbfc6b26d7c,0
A000184,user00184@bank,2025-08-16 22:42:57.608166,9a150f91c91a,0
A000185,user00185@bank,2025-02-19 22:42:57.608166,1d761088c6b0,0
A000186,user00186@bank,2025-01-12 22:42:57.608166,efea08b17336,0
A000187,user00187@bank,2025-07-28 22:42:57.608166,5e788dcdec2f,0
A000188,user00188@bank,2025-06-07 22:42:57.608166,75ca2ff717c1,0
A000189,user00189@bank,2025-01-23 22:42:57.608166,c84685280eb4,0
A000190,user00190@bank,2024-12-14 22:42:57.608166,b45cd31bcb71,0
A000191,user00191@bank,2025-03-18 22:42:57.608166,2c4e5a68b982,0
A000192,user00192@bank,2025-07-04 22:42:57.608166,dcaf491e0d69,0
A000193,user00193@bank,2025-01-17 22:42:57.608166,49d10c59e783,1
A000194,user00194@bank,2025-07-10 22:42:57.608166,594337444435,0
A000195,user00195@bank,2025-05-14 22:42:57.608166,b69c15efbefc,0
A000196,user00196@bank,2025-03-30 22:42:57.608166,e99069003288,0
A000197,user00197@bank,2024-11-22 22:42:57.608166,ca0f6bb23faf,0
A000198,user00198@bank,2025-04-12 22:42:57.608166,fc9c12350974,0
A000199,user00199@bank,2025-03-10 22:42:57.608166,e18e858b2758,0
A000200,user00200@bank,2025-01-29 22:42:57.608166,6cf2cb663116,0
A000201,user00201@bank,2025-03-03 22:42:57.608166,41198059d470,0
A000202,user00202@bank,2025-08-20 22:42:57.608166,82a5be9f89ee,1
A000203,user00203@bank,2025-06-16 22:42:57.608166,e384a92f2dc2,0
A000204,user00204@bank,2025-06-27 22:42:57.608166,6e626878022e,0
A000205,user00205@bank,2025-09-18 22:42:57.608166,4badd5a14136,0
A000206,user00206@bank,2025-04-30 22:42:57.608166,161afea6408a,0
A000207,user00207@bank,2025-10-10 22:42:57.608166,a1a505021ab7,0
A000208,user00208@bank,2024-12-23 22:42:57.608166,4a4dffbc9b5a,0
A000209,user00209@bank,2025-01-10 22:42:57.608166,532841d64e89,0
A000210,user00210@bank,2025-06-25 22:42:57.608166,c8f6d56e2247,0
A000211,user00211@bank,2024-12-23 22:42:57.608166,31c455726d0f,0
A000212,user00212@bank,2025-06-30 22:42:57.608166,0cb4fd7001b6,0
A000213,user00213@bank,2025-10-17 22:42:57.608166,3ab6f132fc96,0
A000214,user00214@bank,2025-09-14 22:42:57.608166,c31e1b82a4ad,0
A000215,user00215@bank,2024-12-01 22:42:57.608166,00f04cf3ad83,0
A000216,user00216@bank,2025-09-20 22:42:57.608166,363a501339a1,0
A000217,user00217@bank,2025-06-25 22:42:57.608166,454b14c926f6,0
A000218,user00218@bank,2025-09-16 22:42:57.608166,a42f98572ccb,0
A000219,user00219@bank,2025-10-04 22:42:57.608166,ba9fc9562142,0
A000220,user00220@bank,2025-05-04 22:42:57.608166,23434ee79144,0
A000221,user00221@bank,2025-09-14 22:42:57.608166,5d81778813b6,0
A000222,user00222@bank,2025-01-30 22:42:57.608166,4490f737e88f,0
A000223,user00223@bank,2025-06-21 22:42:57.608166,504c363de537,0
A000224,user00224@bank,2025-05-31 22:42:57.608166,3391a7b87026,0
A000225,user00225@bank,2025-02-14 22:42:57.608166,4fa340eaa43f,0
A000226,user00226@bank,2025-07-03 22:42:57.608166,f6f2f0caf903,0
A000227,user00227@bank,2025-01-17 22:42:57.608166,08814ac6febf,0
A000228,user00228@bank,2025-08-14 22:42:57.608166,6e9dd3997edb,0
A000229,user00229@bank,2025-01-01 22:42:57.608166,e76be171d1cc,0
A000230,user00230@bank,2024-12-29 22:42:57.608166,253a3db3f070,0
A000231,user00231@bank,2025-02-20 22:42:57.608166,1577f0d56dcd,0
A000232,user00232@bank,2025-06-18 22:42:57.608166,2c253ef4823c,0
A000233,user00233@bank,2025-02-20 22:42:57.608166,b3a91024904b,0
A000234,user00234@bank,2025-03-26 22:42:57.608166,1d1d9e771c5a,0
A000235,user00235@bank,2025-07-15 22:42:57.608166,e6f1b5741717,0
A000236,user00236@bank,2025-09-02 22:42:57.608166,4319a64e0fae,0
A000237,user00237@bank,2025-09-01 22:42:57.608166,f889cff33bc6,0
A000238,user00238@bank,2025-03-14 22:42:57.608166,8e5893e62f8d,0
A000239,user00239@bank,2025-04-22 22:42:57.608166,f583d89bf621,1
A000240,user00240@bank,2025-03-18 22:42:57.608166,ad4eff0b172e,0
A000241,user00241@bank,2025-03-24 22:42:57.608166,30796a3e6f55,0
A000242,user00242@bank,2025-02-23 22:42:57.608166,e1842bad9d2d,0
A000243,user00243@bank,2025-09-23 22:42:57.608166,3f36300a090f,0
A000244,user00244@bank,2024-11-20 22:42:57.608166,f583d89bf621,1
A000245,user00245@bank,2024-11-24 22:42:57.608166,5974a94717cc,0
A000246,user00246@bank,2025-08-31 22:42:57.608166,2efe287b85ad,0
A000247,user00247@bank,2025-09-19 22:42:57.608166,9d75a2612601,0
A000248,user00248@bank,2025-03-28 22:42:57.608166,8eaf33744cf2,1
A000249,user00249@bank,2025-04-30 22:42:57.608166,acee955e8632,0
A000250,user00250@bank,2025-08-26 22:42:57.608166,31ac53fca9e1,0
A000251,user00251@bank,2025-06-15 22:42:57.608166,0dff50334f8e,0
A000252,user00252@bank,2025-07-14 22:42:57.608166,33d1d993769b,0
A000253,user00253@bank,2025-07-15 22:42:57.608166,722222b2dd73,0
A000254,user00254@bank,2025-01-19 22:42:57.608166,94e5976e25e2,0
A000255,user00255@bank,2025-03-05 22:42:57.608166,364ec14d6bef,0
A000256,user00256@bank,2025-08-10 22:42:57.608166,0f2b3365e2ae,0
A000257,user00257@bank,2025-03-18 22:42:57.608166,1f50711e9e30,0
A000258,user00258@bank,2025-07-19 22:42:57.608166,69a43ba57119,0
A000259,user00259@bank,2025-05-31 22:42:57.608166,ebf3f9fa0444,0
A000260,user00260@bank,2025-02-26 22:42:57.608166,a216de1da09e,0
A000261,user00261@bank,2025-06-15 22:42:57.608166,c95f3fba2d6b,0
A000262,user00262@bank,2025-09-12 22:42:57.608166,243c93fda52a,0
A000263,user00263@bank,2025-03-08 22:42:57.608166,43bb30b3298b,0
A000264,user00264@bank,2025-01-12 22:42:57.608166,3cfe1ecced58,0
A000265,user00265@bank,2025-08-31 22:42:57.608166,c70a0fd50ec0,0
A000266,user00266@bank,2025-09-25 22:42:57.608166,e6019d2f0003,0
A000267,user00267@bank,2024-11-21 22:42:57.608166,6d05d50ba84c,0
A000268,user00268@bank,2025-01-17 22:42:57.608166,bd00e7f2c50e,0
A000269,user00269@bank,2025-10-13 22:42:57.608166,c3809c3fc3ca,0
A000270,user00270@bank,2025-09-03 22:42:57.608166,1f82297dfd9c,0
A000271,user00271@bank,2025-06-21 22:42:57.608166,8d7ad5e18747,0
A000272,user00272@bank,2025-07-27 22:42:57.608166,1e677e7c05c6,0
A000273,user00273@bank,2025-03-26 22:42:57.608166,9ea25122e32e,0
A000274,user00274@bank,2025-02-14 22:42:57.608166,54ad4d4f5c92,0
A000275,user00275@bank,2025-02-16 22:42:57.608166,388dd2939583,0
A000276,user00276@bank,2025-07-03 22:42:57.608166,3afa0d644ba9,0
A000277,user00277@bank,2025-03-29 22:42:57.608166,db12004b87a8,0
A000278,user00278@bank,2025-09-20 22:42:57.608166,86ea9c964747,0
A000279,user00279@bank,2025-07-28 22:42:57.608166,5d68c8fac24a,0
A000280,user00280@bank,2025-04-09 22:42:57.608166,d21689c32b7c,0
A000281,user00281@bank,2025-10-19 22:42:57.608166,7464f39fef7c,0
A000282,user00282@bank,2025-04-04 22:42:57.608166,bccc2074ece0,0
A000283,user00283@bank,2025-06-07 22:42:57.608166,54f0721cbe54,0
A000284,user00284@bank,2025-03-02 22:42:57.608166,7a222f5ec73b,0
A000285,user00285@bank,2025-05-27 22:42:57.608166,81bb60b90904,0
A000286,user00286@bank,2025-03-18 22:42:57.608166,c3a5c2ffdd9a,0
A000287,user00287@bank,2025-01-09 22:42:57.608166,5e723d229a28,0
A000288,user00288@bank,2025-02-13 22:42:57.608166,68709fec2ebf,0
A000289,user00289@bank,2025-08-02 22:42:57.608166,bdfd4863bcce,0
A000290,user00290@bank,2025-07-15 22:42:57.608166,a791c0a22358,0
A000291,user00291@bank,2025-05-22 22:42:57.608166,d5cabef6c55c,0
A000292,user00292@bank,2025-07-01 22:42:57.608166,c6045d7e92b4,0
A000293,user00293@bank,2025-09-21 22:42:57.608166,7c2487054fe7,0
A000294,user00294@bank,2024-12-28 22:42:57.608166,0687a2a11c8b,0
A000295,user00295@bank,2025-01-16 22:42:57.608166,878b2460e4ee,0
A000296,user00296@bank,2025-09-19 22:42:57.608166,1a220008e7f1,0
A000297,user00297@bank,2025-05-13 22:42:57.608166,9810e5f276d9,0
A000298,user00298@bank,2025-09-21 22:42:57.608166,9ceb96bb8fe6,0
A000299,user00299@bank,2025-09-25 22:42:57.608166,2b62adc3d2c4,0
A000300,user00300@bank,2024-12-25 22:42:57.608166,6a65bce9d31d,0
A000301,user00301@bank,2025-02-18 22:42:57.608166,1f20f1245f87,0
A000302,user00302@bank,2025-02-05 22:42:57.608166,58bdad4fcdb7,0
A000303,user00303@bank,2025-01-22 22:42:57.608166,91ed14e7bf58,0
A000304,user00304@bank,2025-08-01 22:42:57.608166,85d799b017a1,0
A000305,user00305@bank,2025-09-21 22:42:57.608166,51165ddcd526,0
A000306,user00306@bank,2025-02-02 22:42:57.608166,decf1b356a14,0
A000307,user00307@bank,2025-09-09 22:42:57.608166,d796a2a58889,0
A000308,user00308@bank,2025-07-17 22:42:57.608166,09caa10a8ea9,0
A000309,user00309@bank,2025-09-15 22:42:57.608166,f4567b63909c,0
A000310,user00310@bank,2024-12-20 22:42:57.608166,5f56c2a3e324,0
A000311,user00311@bank,2025-09-16 22:42:57.608166,c9bdfea4d6ea,0
A000312,user00312@bank,2025-06-22 22:42:57.608166,869aad829321,0
A000313,user00313@bank,2025-03-28 22:42:57.608166,7bb73efe1834,0
A000314,user00314@bank,2025-08-20 22:42:57.608166,89ff889c35a8,0
A000315,user00315@bank,2025-01-02 22:42:57.608166,dddea50d7a8c,0
A000316,user00316@bank,2025-06-16 22:42:57.608166,512a41d4a1e9,0
A000317,user00317@bank,2024-12-28 22:42:57.608166,171d09285228,0
A000318,user00318@bank,2024-12-20 22:42:57.608166,b16e37a1350a,0
A000319,user00319@bank,2025-09-30 22:42:57.608166,52854b861dbf,0
A000320,user00320@bank,2024-12-07 22:42:57.608166,90b6467d67fd,0
A000321,user00321@bank,2025-09-09 22:42:57.608166,963217030fe6,0
A000322,user00322@bank,2025-03-20 22:42:57.608166,4b0efa2cdbeb,0
A000323,user00323@bank,2024-12-26 22:42:57.608166,a32da969ba4e,0
A000324,user00324@bank,2025-01-04 22:42:57.608166,768abc070f7f,0
A000325,user00325@bank,2025-01-26 22:42:57.608166,fa1a9371f9ba,0
A000326,user00326@bank,2025-05-12 22:42:57.608166,7c3df50977a7,0
A000327,user00327@bank,2025-06-09 22:42:57.608166,9cd525f408d7,0
A000328,user00328@bank,2025-07-08 22:42:57.608166,0187205c9c91,1
A000329,user00329@bank,2025-05-13 22:42:57.608166,5cd22fd6f6db,0
A000330,user00330@bank,2025-06-20 22:42:57.608166,2be0504ac253,0
A000331,user00331@bank,2025-06-07 22:42:57.608166,6f71fc706eeb,0
A000332,user00332@bank,2025-04-01 22:42:57.608166,375af273de9d,0
A000333,user00333@bank,2025-08-14 22:42:57.608166,c7bbca3db297,0
A000334,user00334@bank,2024-11-24 22:42:57.608166,09134084f567,0
A000335,user00335@bank,2025-05-20 22:42:57.608166,792a494b12af,0
A000336,user00336@bank,2025-02-28 22:42:57.608166,6c03d65f0216,0
A000337,user00337@bank,2025-05-12 22:42:57.608166,b305b5116867,0
A000338,user00338@bank,2025-09-13 22:42:57.608166,35c5eea39bef,0
A000339,user00339@bank,2025-10-16 22:42:57.608166,b4a848f820bd,0
A000340,user00340@bank,2025-02-28 22:42:57.608166,c38b0469e30c,0
A000341,user00341@bank,2024-12-06 22:42:57.608166,88d04254f638,0
A000342,user00342@bank,2025-01-05 22:42:57.608166,0858c5db556b,0
A000343,user00343@bank,2025-08-30 22:42:57.608166,a8b6633ba06b,0
A000344,user00344@bank,2025-09-13 22:42:57.608166,0c75dd4336e6,0
A000345,user00345@bank,2025-01-18 22:42:57.608166,bf7618011c74,0
A000346,user00346@bank,2025-07-03 22:42:57.608166,e9621a768252,0
A000347,user00347@bank,2025-02-03 22:42:57.608166,57a88f555928,0
A000348,user00348@bank,2025-06-07 22:42:57.608166,5d64826a4c7d,0
A000349,user00349@bank,2025-08-14 22:42:57.608166,9e5c3d424443,0
A000350,user00350@bank,2025-04-25 22:42:57.608166,3cf6a95e013d,0
A000351,user00351@bank,2025-09-15 22:42:57.608166,308b39ca7b1c,0
A000352,user00352@bank,2025-06-17 22:42:57.608166,fccfbac5feb1,0
A000353,user00353@bank,2025-04-14 22:42:57.608166,c4d46af77134,0
A000354,user00354@bank,2025-05-28 22:42:57.608166,772726bc241a,0
A000355,user00355@bank,2025-08-01 22:42:57.608166,0be628252be0,0
A000356,user00356@bank,2025-03-10 22:42:57.608166,45310ef2582d,0
A000357,user00357@bank,2025-01-15 22:42:57.608166,60dca37fc921,0
A000358,user00358@bank,2025-05-19 22:42:57.608166,ce168019768c,0
A000359,user00359@bank,2024-12-11 22:42:57.608166,12a427934ae1,0
A000360,user00360@bank,2024-11-20 22:42:57.608166,221232fa5b34,1
A000361,user00361@bank,2025-01-23 22:42:57.608166,6aedd19b5cb2,0
A000362,user00362@bank,2025-10-16 22:42:57.608166,3c17c00f2dad,0
A000363,user00363@bank,2025-01-10 22:42:57.608166,b9d2d52a1bbc,0
A000364,user00364@bank,2025-05-20 22:42:57.608166,9e75f877bdf7,0
A000365,user00365@bank,2025-08-28 22:42:57.608166,20f22f797c0a,0
