tx_id,timestamp,sender,receiver,amount
T0014254,2025-10-20 23:28:42.608166,A003848,A003866,617.98
T0025676,2025-10-20 23:30:10.608166,A000712,A004244,6584.79
T0025664,2025-10-20 23:31:10.608166,A001939,A004244,4022.95
T0025667,2025-10-20 23:31:10.608166,A004675,A004244,2662.09
T0000855,2025-10-20 23:33:16.608166,A004697,A002316,667.52
T0009874,2025-10-20 23:33:23.608166,A001466,A003008,585.89
T0018055,2025-10-20 23:40:18.608166,A004840,A003580,3004.31
T0008858,2025-10-20 23:41:53.608166,A004168,A000009,54.46
T0001800,2025-10-20 23:41:54.608166,A003296,A003548,1494.27
T0025683,2025-10-20 23:43:10.608166,A004244,A000996,660.98
T0002085,2025-10-20 23:43:36.608166,A001791,A002805,1675.33
T0025668,2025-10-20 23:45:10.608166,A004938,A004244,103.37
T0017909,2025-10-20 23:50:03.608166,A003791,A003219,2765.91
T0013920,2025-10-20 23:51:19.608166,A001043,A000948,466.03
T0025693,2025-10-20 23:52:10.608166,A004244,A000426,624.28
T0004169,2025-10-20 23:52:55.608166,A000830,A003108,1127.85
T0007181,2025-10-20 23:53:18.608166,A003488,A003582,1221.47
T0016102,2025-10-20 23:54:39.608166,A003247,A001129,3600.4
T0025677,2025-10-20 23:56:10.608166,A000461,A004244,4871.64
T0016502,2025-10-20 23:59:39.608166,A002552,A000119,804.99
T0019391,2025-10-21 00:01:50.608166,A001861,A000669,792.94
T0025673,2025-10-21 00:03:10.608166,A001299,A004244,50.0
T0017276,2025-10-21 00:06:10.608166,A002585,A003336,2293.91
T0000224,2025-10-21 00:06:51.608166,A004346,A001558,2532.68
T0006152,2025-10-21 00:07:33.608166,A001782,A000219,105.72
T0016579,2025-10-21 00:08:10.608166,A000866,A001937,313.21
T0018832,2025-10-21 00:08:24.608166,A003201,A003530,1296.84
T0014843,2025-10-21 00:09:21.608166,A001838,A001990,4934.97
T0025695,2025-10-21 00:12:10.608166,A004244,A004237,85.64
T0025687,2025-10-21 00:16:10.608166,A004244,A001366,427.19
T0025691,2025-10-21 00:16:10.608166,A004244,A001024,391.77
T0002414,2025-10-21 00:18:16.608166,A003567,A001790,1728.08
T0006035,2025-10-21 00:20:48.608166,A001565,A001484,127.54
T0017019,2025-10-21 00:22:30.608166,A002892,A001839,3938.57
T0012981,2025-10-21 00:24:29.608166,A001504,A001598,1412.12
T0013116,2025-10-21 00:25:02.608166,A003114,A002140,1138.88
T0019256,2025-10-21 00:27:06.608166,A000405,A002178,178.32
T0025686,2025-10-21 00:28:10.608166,A004244,A003907,2436.6
T0017758,2025-10-21 00:28:20.608166,A002026,A002523,367.06
T0025680,2025-10-21 00:31:10.608166,A000783,A004244,714.31
T0005169,2025-10-21 00:33:18.608166,A002965,A002401,4802.43
T0001492,2025-10-21 00:33:27.608166,A002582,A001795,179.69
T0015903,2025-10-21 00:33:47.608166,A001406,A003855,40.29
T0008912,2025-10-21 00:34:12.608166,A003614,A004453,7633.87
T0005347,2025-10-21 00:40:17.608166,A002590,A004638,780.46
T0025692,2025-10-21 00:42:10.608166,A004244,A000118,167.95
T0010411,2025-10-21 00:43:48.608166,A001911,A004247,1335.29
T0025678,2025-10-21 00:47:10.608166,A002802,A004244,679.45
T0025671,2025-10-21 00:50:10.608166,A003249,A004244,1027.66
T0025675,2025-10-21 00:53:10.608166,A003528,A004244,1412.43
T0018010,2025-10-21 00:56:32.608166,A000712,A002069,5433.7
T0011518,2025-10-21 00:59:09.608166,A001694,A001994,2446.61
T0004294,2025-10-21 00:59:36.608166,A002754,A002607,3302.06
T0019259,2025-10-21 01:01:14.608166,A002185,A001673,428.11
T0004215,2025-10-21 01:06:04.608166,A001866,A000454,376.17
T0004012,2025-10-21 01:08:45.608166,A003114,A003311,2851.66
T0012507,2025-10-21 01:08:51.608166,A001302,A002554,1414.68
T0015822,2025-10-21 01:10:37.608166,A003183,A000883,955.03
T0025694,2025-10-21 01:11:10.608166,A004244,A000072,112.77
T0017987,2025-10-21 01:11:54.608166,A000141,A000054,2502.81
T0020517,2025-10-21 01:15:11.608166,A001627,A000248,249.0
T0006197,2025-10-21 01:15:15.608166,A003927,A003379,250.63
T0025666,2025-10-21 01:18:10.608166,A003630,A004244,2971.33
T0005744,2025-10-21 01:19:08.608166,A001428,A001310,383.8
T0025682,2025-10-21 01:19:10.608166,A004864,A004244,1536.36
T0012704,2025-10-21 01:20:15.608166,A003855,A001728,901.95
T0014135,2025-10-21 01:20:20.608166,A002804,A003330,726.5
T0017475,2025-10-21 01:24:54.608166,A001493,A001893,592.22
T0025669,2025-10-21 01:25:10.608166,A003194,A004244,997.39
T0025690,2025-10-21 01:30:10.608166,A004244,A003804,783.91
T0002683,2025-10-21 01:33:59.608166,A004354,A001964,1571.0
T0019599,2025-10-21 01:39:12.608166,A001155,A001624,230.15
T0025670,2025-10-21 01:40:10.608166,A003783,A004244,4392.09
T0025681,2025-10-21 01:42:10.608166,A000302,A004244,331.69
T0020509,2025-10-21 01:43:11.608166,A003842,A000248,1435.91
T0019285,2025-10-21 01:48:12.608166,A003305,A000413,1217.84
T0025688,2025-10-21 01:49:10.608166,A004244,A004579,608.41
T0008557,2025-10-21 01:49:39.608166,A003451,A004752,2781.32
T0014661,2025-10-21 01:50:51.608166,A000245,A003904,132.51
T0014942,2025-10-21 01:53:55.608166,A000225,A003211,753.32
T0012646,2025-10-21 01:54:18.608166,A001369,A000235,831.24
T0016399,2025-10-21 01:57:13.608166,A002691,A000980,905.03
T0013411,2025-10-21 01:58:22.608166,A001707,A003002,3242.23
T0013005,2025-10-21 01:59:55.608166,A003316,A004456,375.19
T0020511,2025-10-21 02:01:11.608166,A003258,A000248,1159.02
T0020524,2025-10-21 02:02:11.608166,A000248,A002833,224.77
T0015398,2025-10-21 02:02:17.608166,A004004,A002224,607.02
T0006246,2025-10-21 02:03:18.608166,A003260,A001275,1044.59
T0020516,2025-10-21 02:04:11.608166,A003754,A000248,674.6
T0016639,2025-10-21 02:04:41.608166,A001222,A004602,1949.18
T0016043,2025-10-21 02:04:42.608166,A004327,A001787,416.79
T0025679,2025-10-21 02:08:10.608166,A000578,A004244,7557.12
T0020506,2025-10-21 02:08:11.608166,A003074,A000248,995.17
T0025665,2025-10-21 02:11:10.608166,A001929,A004244,2219.07
T0020510,2025-10-21 02:11:11.608166,A000232,A000248,2957.29
T0016331,2025-10-21 02:12:57.608166,A004446,A003428,689.95
T0020514,2025-10-21 02:13:11.608166,A002908,A000248,1436.28
T0015077,2025-10-21 02:14:32.608166,A000533,A003482,2369.8
T0025685,2025-10-21 02:16:10.608166,A004244,A004945,688.11
T0011214,2025-10-21 02:16:23.608166,A001848,A003389,527.4
T0013037,2025-10-21 02:16:40.608166,A001262,A000717,202.52
T0013864,2025-10-21 02:17:42.608166,A003401,A001245,2211.91
T0013640,2025-10-21 02:17:50.608166,A002305,A002320,4558.78
T0003284,2025-10-21 02:17:57.608166,A002575,A000393,810.9
T0005246,2025-10-21 02:18:35.608166,A004690,A000193,603.17
T0007152,2025-10-21 02:20:08.608166,A003597,A001694,234.27
T0005262,2025-10-21 02:21:41.608166,A003239,A003289,3582.08
T0019861,2025-10-21 02:22:28.608166,A002613,A004895,2287.08
T0012062,2025-10-21 02:24:26.608166,A001704,A003372,2062.19
T0008201,2025-10-21 02:26:29.608166,A002960,A002114,1236.66
T0008698,2025-10-21 02:28:21.608166,A003047,A000256,653.13
T0011973,2025-10-21 02:31:20.608166,A004044,A001829,6962.22
T0002102,2025-10-21 02:34:09.608166,A004227,A001701,6313.54
T0020519,2025-10-21 02:35:11.608166,A000248,A000853,2934.3
T0018388,2025-10-21 02:35:20.608166,A004035,A004232,771.7
T0012759,2025-10-21 02:35:36.608166,A002455,A003749,1374.59
T0020505,2025-10-21 02:36:11.608166,A002418,A000248,2508.22
T0009198,2025-10-21 02:36:14.608166,A002465,A003032,1103.42
T0019275,2025-10-21 02:37:44.608166,A004738,A003662,2104.68
T0025689,2025-10-21 02:38:10.608166,A004244,A004329,2662.2
T0013108,2025-10-21 02:38:35.608166,A003935,A001353,18.13
T0020522,2025-10-21 02:39:11.608166,A000248,A004884,1052.27
T0016943,2025-10-21 02:40:59.608166,A000501,A001117,2877.29
T0010698,2025-10-21 02:42:05.608166,A002863,A002007,43.97
T0020518,2025-10-21 02:44:11.608166,A000248,A004537,466.43
T0019715,2025-10-21 02:45:02.608166,A002013,A001288,1163.88
T0015877,2025-10-21 02:48:11.608166,A004928,A002506,180.9
T0001390,2025-10-21 02:49:55.608166,A001846,A004045,1445.72
T0025684,2025-10-21 02:51:10.608166,A004244,A004403,2494.54
T0018867,2025-10-21 02:54:10.608166,A001666,A001611,2534.29
T0006002,2025-10-21 02:54:38.608166,A000412,A000229,360.11
T0015871,2025-10-21 02:58:05.608166,A004675,A003972,613.98
T0006596,2025-10-21 02:59:58.608166,A000266,A004103,322.25
T0004465,2025-10-21 03:01:23.608166,A004790,A001503,2436.15
T0002093,2025-10-21 03:01:51.608166,A001482,A000177,2006.35
T0012822,2025-10-21 03:03:07.608166,A003159,A001311,631.72
T0019520,2025-10-21 03:08:07.608166,A001436,A002268,1484.06
T0020523,2025-10-21 03:11:11.608166,A000248,A000426,2863.31
T0010990,2025-10-21 03:11:27.608166,A004639,A000512,93.82
T0018167,2025-10-21 03:11:53.608166,A004918,A003062,197.73
T0018000,2025-10-21 03:12:00.608166,A004683,A002233,3002.74
T0020513,2025-10-21 03:13:11.608166,A000545,A000248,2155.34
T0020508,2025-10-21 03:17:11.608166,A003580,A000248,385.73
T0012922,2025-10-21 03:23:13.608166,A002511,A004090,320.21
T0020512,2025-10-21 03:25:11.608166,A001536,A000248,3849.22
T0011587,2025-10-21 03:25:24.608166,A001504,A002784,203.91
T0001607,2025-10-21 03:30:15.608166,A001620,A004766,1619.33
T0003476,2025-10-21 03:31:21.608166,A003780,A004537,2864.43
T0006688,2025-10-21 03:33:35.608166,A000000,A001346,2670.63
T0005091,2025-10-21 03:35:11.608166,A000963,A000254,197.4
T0019644,2025-10-21 03:35:56.608166,A001524,A002473,4211.88
T0020507,2025-10-21 03:37:11.608166,A004821,A000248,4614.6
T0016525,2025-10-21 03:41:51.608166,A004693,A001649,99.48
T0004218,2025-10-21 03:42:05.608166,A003953,A001370,2997.32
T0012696,2025-10-21 03:42:29.608166,A000354,A003320,1775.75
T0002573,2025-10-21 03:43:08.608166,A004129,A004955,252.29
T0002849,2025-10-21 03:45:33.608166,A004829,A000423,3485.94
T0020515,2025-10-21 03:50:11.608166,A004596,A000248,237.06
T0020521,2025-10-21 03:50:11.608166,A000248,A004302,5438.6
T0020525,2025-10-21 03:50:11.608166,A000248,A004662,1722.97
T0019807,2025-10-21 03:51:21.608166,A002809,A003245,269.12
T0020526,2025-10-21 03:54:11.608166,A000248,A003190,747.66
T0002252,2025-10-21 04:02:25.608166,A002917,A003622,679.62
T0016128,2025-10-21 04:04:45.608166,A003330,A004500,1474.39
T0006945,2025-10-21 04:07:47.608166,A002084,A002636,182.64
T0000372,2025-10-21 04:08:06.608166,A003834,A004356,1217.99
T0020520,2025-10-21 04:08:11.608166,A000248,A004449,2894.33
T0010414,2025-10-21 04:08:46.608166,A001564,A002490,3648.92
T0004888,2025-10-21 04:09:06.608166,A000805,A003355,523.27
T0018802,2025-10-21 04:10:31.608166,A004990,A002482,467.51
T0010561,2025-10-21 04:14:12.608166,A002459,A001314,1221.92
T0019274,2025-10-21 04:20:32.608166,A000406,A003557,3724.86
T0000017,2025-10-21 04:20:43.608166,A001910,A000994,684.52
T0014753,2025-10-21 04:26:21.608166,A002982,A004461,5736.89
T0006993,2025-10-21 04:28:22.608166,A002038,A002065,581.49
T0008874,2025-10-21 04:28:36.608166,A003178,A000165,2046.07
T0013754,2025-10-21 04:29:36.608166,A001071,A002058,3951.04
T0013470,2025-10-21 04:30:29.608166,A001157,A000577,5060.13
T0006805,2025-10-21 04:33:29.608166,A003862,A002430,1766.02
T0009084,2025-10-21 04:36:02.608166,A004698,A002299,3997.26
T0016073,2025-10-21 04:36:27.608166,A003646,A002216,249.49
T0002374,2025-10-21 04:37:53.608166,A001275,A000529,568.14
T0007285,2025-10-21 04:38:47.608166,A004866,A001775,1048.16
T0005763,2025-10-21 04:43:16.608166,A001721,A001623,153.14
T0004315,2025-10-21 04:43:36.608166,A004814,A004189,33.79
T0003915,2025-10-21 04:47:23.608166,A000095,A002942,3543.98
T0007573,2025-10-21 04:48:59.608166,A002586,A000369,96.46
T0012950,2025-10-21 04:52:30.608166,A004072,A001211,538.17
T0000306,2025-10-21 04:52:47.608166,A003981,A004604,72.86
T0005516,2025-10-21 04:55:07.608166,A000460,A004493,2225.31
T0003394,2025-10-21 04:57:42.608166,A002608,A000884,2195.18
T0017989,2025-10-21 04:59:13.608166,A001889,A001319,735.09
T0015024,2025-10-21 05:05:05.608166,A001075,A004224,2070.45
T0000251,2025-10-21 05:05:17.608166,A001239,A002030,1096.83
T0014486,2025-10-21 05:12:18.608166,A003436,A003596,1244.22
T0008429,2025-10-21 05:12:26.608166,A001931,A001890,1857.6
T0008503,2025-10-21 05:14:35.608166,A002535,A004217,163.73
T0008624,2025-10-21 05:15:26.608166,A001428,A004235,627.42
T0016446,2025-10-21 05:15:43.608166,A003505,A001919,2687.87
T0009553,2025-10-21 05:19:29.608166,A004037,A000844,300.43
T0011731,2025-10-21 05:20:53.608166,A001133,A003689,946.62
T0001397,2025-10-21 05:24:56.608166,A004963,A001360,7069.98
T0003502,2025-10-21 05:28:46.608166,A000100,A002437,1593.71
T0005800,2025-10-21 05:29:06.608166,A001379,A001734,2677.64
T0015982,2025-10-21 05:31:30.608166,A000931,A003550,1122.37
T0003628,2025-10-21 05:31:41.608166,A004418,A001510,8611.56
T0005756,2025-10-21 05:34:46.608166,A002762,A002560,729.33
T0010696,2025-10-21 05:35:30.608166,A001980,A004419,339.3
T0007374,2025-10-21 05:39:05.608166,A002671,A001854,2340.54
T0005017,2025-10-21 05:45:21.608166,A000854,A003076,947.85
T0018376,2025-10-21 05:49:50.608166,A000444,A003228,312.54
T0016510,2025-10-21 05:50:42.608166,A001777,A001842,357.5
T0015581,2025-10-21 05:50:43.608166,A002410,A000131,1316.9
T0001516,2025-10-21 05:51:33.608166,A003182,A001236,249.24
T0016091,2025-10-21 05:59:38.608166,A004100,A001032,18.73
T0014469,2025-10-21 06:00:23.608166,A003703,A002581,862.56
T0018088,2025-10-21 06:01:31.608166,A001494,A002463,1199.3
T0019100,2025-10-21 06:02:33.608166,A000409,A000314,6990.39
T0017121,2025-10-21 06:04:15.608166,A001276,A000770,469.47
T0011012,2025-10-21 06:04:17.608166,A002888,A000010,885.92
T0002225,2025-10-21 06:06:49.608166,A004544,A000684,298.85
T0009701,2025-10-21 06:07:07.608166,A003096,A001226,512.45
T0013196,2025-10-21 06:07:18.608166,A000739,A002477,395.22
T0014516,2025-10-21 06:07:55.608166,A004920,A003791,344.82
T0005166,2025-10-21 06:11:45.608166,A003178,A002850,3244.73
T0007405,2025-10-21 06:13:53.608166,A000561,A000842,63.23
T0016463,2025-10-21 06:16:59.608166,A002715,A001552,1885.46
T0013921,2025-10-21 06:18:15.608166,A004462,A002740,1190.12
T0009492,2025-10-21 06:18:32.608166,A000177,A004074,1229.83
T0000979,2025-10-21 06:22:08.608166,A004156,A001916,404.34
T0001410,2025-10-21 06:22:26.608166,A002808,A001188,1251.74
T0003813,2025-10-21 06:23:27.608166,A003180,A002540,1235.69
T0000128,2025-10-21 06:24:09.608166,A003636,A002681,597.74
T0002659,2025-10-21 06:25:38.608166,A004049,A000253,72.06
T0000445,2025-10-21 06:25:58.608166,A000333,A002817,1936.93
T0008138,2025-10-21 06:28:52.608166,A003619,A003834,3059.53
T0004477,2025-10-21 06:33:05.608166,A000975,A001497,3447.16
T0014417,2025-10-21 06:33:10.608166,A003456,A003441,541.82
T0010351,2025-10-21 06:36:34.608166,A003774,A000828,173.06
T0019495,2025-10-21 06:41:21.608166,A001080,A003429,1143.34
T0009264,2025-10-21 06:44:07.608166,A001523,A001480,994.33
T0017274,2025-10-21 06:44:25.608166,A001431,A002103,416.02
T0005780,2025-10-21 06:46:01.608166,A003713,A004958,1787.28
T0008980,2025-10-21 06:49:15.608166,A002338,A000295,4579.0
T0019753,2025-10-21 06:50:28.608166,A003682,A004542,545.33
T0011041,2025-10-21 06:51:06.608166,A004158,A001085,1175.08
T0014537,2025-10-21 06:58:10.608166,A003714,A000896,654.06
T0000252,2025-10-21 07:00:15.608166,A002094,A004077,180.94
T0018759,2025-10-21 07:00:16.608166,A001403,A002137,247.72
T0004262,2025-10-21 07:01:45.608166,A002414,A001685,1043.86
T0011366,2025-10-21 07:02:56.608166,A000779,A000194,3460.2
T0000257,2025-10-21 07:05:51.608166,A003257,A001931,1032.59
T0000682,2025-10-21 07:07:31.608166,A002341,A002957,4741.43
T0002226,2025-10-21 07:07:56.608166,A004287,A002713,1266.83
T0005217,2025-10-21 07:08:07.608166,A002984,A000353,5051.94
T0009789,2025-10-21 07:10:09.608166,A000750,A002691,450.62
T0005223,2025-10-21 07:10:35.608166,A004337,A003621,1032.02
T0005708,2025-10-21 07:12:34.608166,A001697,A004108,600.18
T0018955,2025-10-21 07:14:51.608166,A000789,A003334,3313.7
T0011377,2025-10-21 07:16:44.608166,A000447,A003438,3129.72
T0001854,2025-10-21 07:22:20.608166,A001143,A002741,4822.61
T0012829,2025-10-21 07:22:53.608166,A004572,A001941,400.08
T0012621,2025-10-21 07:22:57.608166,A003946,A000102,3739.57
T0004773,2025-10-21 07:23:16.608166,A002297,A000070,2552.59
T0014908,2025-10-21 07:32:39.608166,A002004,A004302,821.2
T0014348,2025-10-21 07:34:23.608166,A001440,A001973,1473.98
T0006678,2025-10-21 07:34:35.608166,A002973,A001545,958.71
T0013247,2025-10-21 07:35:49.608166,A000039,A004980,938.1
T0015479,2025-10-21 07:39:42.608166,A001583,A002322,1039.07
T0008071,2025-10-21 07:47:04.608166,A004798,A004385,3344.92
T0003248,2025-10-21 07:52:49.608166,A001768,A004324,522.34
T0003682,2025-10-21 07:53:24.608166,A001697,A003551,2568.99
T0008796,2025-10-21 07:55:04.608166,A004589,A003034,991.85
T0003863,2025-10-21 07:55:21.608166,A004041,A001428,472.35
T0018348,2025-10-21 07:56:12.608166,A001153,A001815,806.16
T0016836,2025-10-21 07:56:33.608166,A003045,A000416,416.8
T0006486,2025-10-21 07:58:12.608166,A000049,A004963,39.84
T0017336,2025-10-21 07:59:11.608166,A004657,A001860,1400.91
T0008182,2025-10-21 08:00:08.608166,A002565,A004284,306.76
T0017417,2025-10-21 08:00:31.608166,A001248,A003388,597.28
T0005840,2025-10-21 08:04:12.608166,A001656,A002426,3762.99
T0016407,2025-10-21 08:05:40.608166,A000885,A000312,366.21
T0004431,2025-10-21 08:07:54.608166,A003814,A003599,3552.8
T0014542,2025-10-21 08:10:13.608166,A003596,A004165,4010.07
T0001790,2025-10-21 08:10:31.608166,A001535,A003680,4175.25
T0000730,2025-10-21 08:16:27.608166,A001849,A003341,712.47
T0018836,2025-10-21 08:21:14.608166,A000028,A004967,3347.05
T0000673,2025-10-21 08:24:21.608166,A000218,A002575,2797.34
T0001150,2025-10-21 08:25:33.608166,A004183,A003466,391.12
T0007261,2025-10-21 08:25:36.608166,A004808,A000847,14.99
T0013614,2025-10-21 08:28:53.608166,A003681,A004256,1334.65
T0000477,2025-10-21 08:31:27.608166,A002904,A002124,554.51
T0019415,2025-10-21 08:31:38.608166,A004777,A003901,298.52
T0018926,2025-10-21 08:32:09.608166,A000645,A003899,3472.09
T0004238,2025-10-21 08:32:20.608166,A002291,A000322,5850.66
T0017895,2025-10-21 08:32:40.608166,A004146,A000094,169.3
T0016488,2025-10-21 08:35:08.608166,A004592,A002718,1573.4
T0002008,2025-10-21 08:35:28.608166,A000130,A002570,597.43
T0006382,2025-10-21 08:35:39.608166,A000822,A002988,406.23
T0012499,2025-10-21 08:36:26.608166,A004558,A001515,375.22
T0004647,2025-10-21 08:39:30.608166,A004794,A000419,1474.12
T0016727,2025-10-21 08:39:40.608166,A004236,A002304,1817.67
T0009704,2025-10-21 08:39:47.608166,A001124,A002502,1658.01
T0010822,2025-10-21 08:48:56.608166,A004875,A002599,361.56
T0014827,2025-10-21 08:54:04.608166,A000058,A002196,859.69
T0012207,2025-10-21 08:54:22.608166,A000932,A001549,749.23
T0011814,2025-10-21 09:02:08.608166,A001384,A002321,2243.93
T0006007,2025-10-21 09:02:24.608166,A003245,A004920,171.75
T0005768,2025-10-21 09:02:34.608166,A002080,A002825,413.34
T0007858,2025-10-21 09:03:03.608166,A001799,A003740,7175.81
T0019304,2025-10-21 09:05:33.608166,A001811,A004224,418.19
T0000796,2025-10-21 09:07:11.608166,A001429,A000148,1493.89
T0018144,2025-10-21 09:14:21.608166,A004034,A004002,2340.47
T0007480,2025-10-21 09:20:29.608166,A002562,A002452,2419.1
T0000677,2025-10-21 09:21:21.608166,A002503,A001320,2057.23
T0005434,2025-10-21 09:21:21.608166,A003859,A002404,493.05
T0015547,2025-10-21 09:23:00.608166,A000840,A000114,1547.11
T0005364,2025-10-21 09:25:16.608166,A004065,A003010,774.13
T0012640,2025-10-21 09:27:50.608166,A001172,A003556,2297.1
T0008467,2025-10-21 09:30:10.608166,A003503,A003770,352.08
T0009812,2025-10-21 09:31:14.608166,A003932,A001653,755.67
T0017574,2025-10-21 09:34:24.608166,A001482,A001915,6933.89
T0004244,2025-10-21 09:37:29.608166,A003971,A003768,522.12
T0006122,2025-10-21 09:39:47.608166,A001649,A001915,322.91
T0019697,2025-10-21 09:41:50.608166,A002167,A002753,369.35
T0005654,2025-10-21 09:46:52.608166,A004901,A001811,14.83
T0005214,2025-10-21 09:47:30.608166,A002362,A001945,855.26
T0004219,2025-10-21 09:52:32.608166,A004818,A003734,993.36
T0009458,2025-10-21 09:54:12.608166,A000570,A004237,1539.83
T0006896,2025-10-21 09:56:20.608166,A001853,A002423,974.29
T0018504,2025-10-21 09:57:01.608166,A000326,A002133,1471.12
T0010971,2025-10-21 09:57:12.608166,A002519,A001658,1009.63
T0019809,2025-10-21 09:57:16.608166,A003821,A003476,921.84
T0019190,2025-10-21 09:59:02.608166,A001367,A001794,1202.68
T0004685,2025-10-21 09:59:42.608166,A004304,A002756,1774.44
T0016322,2025-10-21 10:02:37.608166,A000808,A000281,6275.63
T0000411,2025-10-21 10:02:39.608166,A004841,A000556,469.24
T0019246,2025-10-21 10:03:00.608166,A003743,A003710,430.8
T0016238,2025-10-21 10:03:20.608166,A002700,A001878,525.21
T0007176,2025-10-21 10:03:23.608166,A002790,A004909,2423.67
T0000521,2025-10-21 10:03:59.608166,A000999,A002525,1381.19
T0008496,2025-10-21 10:09:30.608166,A003571,A004266,774.35
T0012016,2025-10-21 10:11:56.608166,A003861,A001616,1493.19
T0005619,2025-10-21 10:12:26.608166,A003790,A000909,936.75
T0018209,2025-10-21 10:13:21.608166,A003934,A001995,51.48
T0004479,2025-10-21 10:14:27.608166,A003193,A001288,1154.3
T0018214,2025-10-21 10:15:54.608166,A001798,A004737,171.67
T0006576,2025-10-21 10:17:12.608166,A003284,A004809,2280.13
T0003840,2025-10-21 10:18:24.608166,A000257,A002492,278.81
T0017584,2025-10-21 10:19:15.608166,A002432,A004887,153.6
T0019046,2025-10-21 10:20:21.608166,A003384,A002263,480.02
T0007706,2025-10-21 10:25:28.608166,A000278,A001176,3866.29
T0006793,2025-10-21 10:31:48.608166,A004932,A004110,282.82
T0017442,2025-10-21 10:33:13.608166,A004257,A001220,2807.61
T0016608,2025-10-21 10:36:31.608166,A000941,A003013,59.44
T0019831,2025-10-21 10:37:18.608166,A004680,A004711,560.73
T0010581,2025-10-21 10:37:53.608166,A000404,A001756,153.09
T0002817,2025-10-21 10:41:02.608166,A004815,A000712,1289.25
T0019978,2025-10-21 10:41:57.608166,A004447,A000164,1986.44
T0011695,2025-10-21 10:42:32.608166,A003297,A004841,1701.68
T0003372,2025-10-21 10:44:23.608166,A002179,A004526,1140.68
T0017780,2025-10-21 10:44:40.608166,A004795,A001263,1615.57
T0006982,2025-10-21 10:49:41.608166,A001737,A001395,4562.6
T0006049,2025-10-21 10:50:32.608166,A003252,A004721,1000.01
T0010590,2025-10-21 10:52:02.608166,A001615,A002147,230.81
T0018706,2025-10-21 10:52:25.608166,A000507,A001976,6111.47
T0008720,2025-10-21 10:52:40.608166,A001595,A002907,1204.91
T0021821,2025-10-21 10:57:29.608166,A004802,A001234,3158.74
T0021835,2025-10-21 10:59:29.608166,A000888,A001234,5183.21
T0021826,2025-10-21 11:00:29.608166,A000610,A001234,50.0
T0000665,2025-10-21 11:00:51.608166,A002172,A002223,467.62
T0011639,2025-10-21 11:01:44.608166,A003268,A004002,92.5
T0016286,2025-10-21 11:02:14.608166,A003764,A000008,410.17
T0002007,2025-10-21 11:02:24.608166,A001566,A000405,1613.91
T0000072,2025-10-21 11:03:21.608166,A003523,A000073,322.51
T0021822,2025-10-21 11:03:29.608166,A004654,A001234,1386.49
T0004381,2025-10-21 11:04:24.608166,A002869,A001247,666.87
T0014019,2025-10-21 11:06:50.608166,A001541,A001444,1123.44
T0013615,2025-10-21 11:08:58.608166,A004929,A001173,108.27
T0008618,2025-10-21 11:09:00.608166,A003239,A002237,1843.97
T0010926,2025-10-21 11:09:23.608166,A003583,A001976,111.15
T0021836,2025-10-21 11:09:29.608166,A003428,A001234,7195.92
T0005695,2025-10-21 11:10:33.608166,A004833,A003958,314.29
T0017598,2025-10-21 11:11:21.608166,A000809,A001711,30.57
T0000330,2025-10-21 11:11:39.608166,A001951,A000852,3678.68
T0021820,2025-10-21 11:12:29.608166,A000392,A001234,1023.66
T0004841,2025-10-21 11:13:32.608166,A004940,A000791,2094.05
