account_id,is_mule,inbound_count_24h,inbound_sum_24h,inbound_unique_senders_24h,inbound_count_7d,inbound_sum_7d,inbound_unique_senders_7d,outbound_count_24h,outbound_sum_24h,outbound_unique_receivers_24h,outbound_count_7d,outbound_sum_7d,outbound_unique_receivers_7d,pct_forwarded_7d,avg_forward_delay_seconds,in_degree_7d,out_degree_7d,pagerank_7d,count_in_out_ratio_7d,many_inbound_senders_24h_flag,burstiness_24h_vs_7d
A000035,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4045.45,4.0,4045449999999.9995,-1.0,0,4,8.305874477182321e-05,2.499999999375e-10,0,0.0
A000036,0,0.0,0.0,0.0,1.0,4969.74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0,0.00011836555018979238,1000000001.0,0,0.0
A000037,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,513.22,2.0,513220000000.0,-1.0,0,2,8.305874477182321e-05,4.9999999975e-10,0,0.0
A000038,0,1.0,1423.61,1.0,1.0,1423.61,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0,0.00036186352865549154,1000000001.0,0,6.999999951
A000039,0,0.0,0.0,0.0,1.0,1151.13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0,0.00011140663258528263,1000000001.0,0,0.0
A000040,0,0.0,0.0,0.0,4.0,9435.5,4.0,2.0,3105.72,2.0,2.0,3105.72,2.0,0.32915266811506233,286350.0,4,2,0.00027464776196464724,1.9999999995,0,0.0
A000041,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,248.67,1.0,248669999999.99997,-1.0,0,1,8.305874477182321e-05,9.99999999e-10,0,0.0
A000042,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1144.41,1.0,1144410000000.0,-1.0,0,1,8.305874477182321e-05,9.99999999e-10,0,0.0
A000044,0,1.0,4171.2,1.0,2.0,9423.89,2.0,1.0,161.33,1.0,3.0,6462.25,3.0,0.6857306271613224,54266.0,2,3,0.0002969748335794541,0.6666666667777777,0,3.49999998775
A000045,0,0.0,0.0,0.0,1.0,1223.53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0,0.00010659661505046933,1000000001.0,0,0.0
A000046,0,0.0,0.0,0.0,2.0,1162.79,2.0,1.0,340.66,1.0,1.0,340.66,1.0,0.29296777578041355,121197.5,2,1,0.0002236840346601739,1.999999999,0,0.0
A000047,0,0.0,0.0,0.0,2.0,2012.44,2.0,0.0,0.0,0.0,1.0,439.14,1.0,0.2182127169007681,-1.0,2,1,0.0006248677261277751,1.999999999,0,0.0
A000048,0,0.0,0.0,0.0,1.0,1452.62,1.0,0.0,0.0,0.0,3.0,5286.889999999999,3.0,3.63955473557872,191727.0,1,3,0.00011836555018979238,0.33333333355555556,0,0.0
A000049,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,947.55,1.0,947549999999.9999,-1.0,0,1,8.305874477182321e-05,9.99999999e-10,0,0.0
A000050,0,0.0,0.0,0.0,1.0,29.43,1.0,2.0,2165.37,2.0,2.0,2165.37,2.0,73.57696228088423,473053.0,1,2,0.00011571465013489618,0.50000000025,0,0.0
A000051,0,0.0,0.0,0.0,1.0,329.06,1.0,0.0,0.0,0.0,1.0,269.97,1.0,0.8204278854895144,139285.0,1,1,0.00010659661505046933,1.0,0,0.0
A000052,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6657.2699999999995,3.0,3.0,6657.2699999999995,3.0,6657269999999.999,-1.0,0,3,8.305874477182321e-05,3.3333333322222223e-10,0,0.0
A000053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5564.0,2.0,5564000000000.0,-1.0,0,2,8.305874477182321e-05,4.9999999975e-10,0,0.0
A000055,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2551.35,2.0,2551349999999.9995,-1.0,0,2,8.305874477182321e-05,4.9999999975e-10,0,0.0
A000056,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,452.55,1.0,452550000000.0,-1.0,0,1,8.305874477182321e-05,9.99999999e-10,0,0.0
A000057,0,0.0,0.0,0.0,1.0,1625.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0,0.00010659661505046933,1000000001.0,0,0.0
A000058,0,0.0,0.0,0.0,2.0,1788.52,2.0,1.0,1994.58,1.0,3.0,4365.82,3.0,2.4410238633046086,163499.5,2,3,0.0004934600380334998,0.6666666667777777,0,0.0
A000059,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6902.48,4.0,6902479999999.999,-1.0,0,4,8.305874477182321e-05,2.499999999375e-10,0,0.0
A000060,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,416.68,1.0,416680000000.0,-1.0,0,1,8.305874477182321e-05,9.99999999e-10,0,0.0
A000061,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1925.53,1.0,1.0,1925.53,1.0,1925529999999.9998,-1.0,0,1,8.305874477182321e-05,9.99999999e-10,0,0.0
A000063,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,111.81,1.0,111810000000.0,-1.0,0,1,8.305874477182321e-05,9.99999999e-10,0,0.0
A000064,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1174.92,2.0,1174920000000.0,-1.0,0,2,8.305874477182321e-05,4.9999999975e-10,0,0.0
A000067,0,0.0,0.0,0.0,1.0,1037.06,1.0,1.0,889.04,1.0,2.0,3042.58,2.0,2.933851464714738,337772.0,1,2,0.00010659661505046933,0.50000000025,0,0.0
A000068,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,585.88,1.0,2.0,2189.42,2.0,2189420000000.0,-1.0,0,2,8.305874477182321e-05,4.9999999975e-10,0,0.0
A000069,0,0.0,0.0,0.0,1.0,755.03,1.0,0.0,0.0,0.0,1.0,984.89,1.0,1.3044382342406204,178293.0,1,1,0.00011326439400784193,1.0,0,0.0
A000070,0,1.0,113.58,1.0,1.0,113.58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0,0.00020924729773470893,1000000001.0,0,6.999999951
A000071,0,1.0,1160.34,1.0,1.0,1160.34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0,0.00013975452039874202,1000000001.0,0,6.999999951
A000072,0,19.0,34339.1,19.0,23.0,42248.96,23.0,12.0,9060.11,12.0,15.0,13814.73,15.0,0.32698390682278744,12129.391304347826,23,15,0.0029001629437032093,1.5333333332977779,1,5.782608693892249
A000073,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,595.55,1.0,595549999999.9999,-1.0,0,1,8.305874477182321e-05,9.99999999e-10,0,0.0
A000074,0,0.0,0.0,0.0,1.0,179.23,1.0,0.0,0.0,0.0,1.0,1061.89,1.0,5.924733582514509,7197.0,1,1,0.00016692371450521918,1.0,0,0.0
A000076,0,0.0,0.0,0.0,1.0,259.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0,0.00013336805284388075,1000000001.0,0,0.0
A000077,0,2.0,2436.42,2.0,7.0,7573.9800000000005,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,7,0,0.000923668475959453,7000000001.0,0,1.9999999979999998
A000078,0,0.0,0.0,0.0,2.0,1177.3200000000002,2.0,1.0,762.42,1.0,2.0,914.54,2.0,0.7767981517337877,136816.5,2,2,0.00017179574514937274,1.0,0,0.0
A000079,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2980.19,2.0,2980190000000.0,-1.0,0,2,8.305874477182321e-05,4.9999999975e-10,0,0.0
A000081,0,1.0,2282.64,1.0,2.0,4992.42,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2,0,0.0001889791610257307,2000000001.0,0,3.49999998775
A000082,0,0.0,0.0,0.0,3.0,5472.76,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3,0,0.0004020701000172171,3000000001.0,0,0.0
A000083,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3212.64,2.0,3212639999999.9995,-1.0,0,2,8.305874477182321e-05,4.9999999975e-10,0,0.0
A000084,0,1.0,500.43,1.0,14.0,25157.78,14.0,0.0,0.0,0.0,9.0,12126.67,9.0,0.48202464605380596,23815.46153846154,14,9,0.0014628037155499612,1.5555555554938272,0,0.49999999975
A000085,0,0.0,0.0,0.0,1.0,1024.28,1.0,2.0,2354.98,2.0,3.0,4241.38,3.0,4.140840395200394,229138.0,1,3,0.00014214314926755194,0.33333333355555556,0,0.0
A000087,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,642.82,1.0,3.0,1124.51,3.0,1124510000000.0,-1.0,0,3,8.305874477182321e-05,3.3333333322222223e-10,0,0.0
A000088,0,0.0,0.0,0.0,1.0,519.53,1.0,0.0,0.0,0.0,3.0,4712.28,3.0,9.070275056283428,35133.0,1,3,0.00010659661505046933,0.33333333355555556,0,0.0
A000089,0,0.0,0.0,0.0,1.0,3172.27,1.0,0.0,0.0,0.0,1.0,2097.94,1.0,0.6613371497379916,35676.0,1,1,0.0001007121474808078,1.0,0,0.0
A000090,0,0.0,0.0,0.0,2.0,1272.5300000000002,2.0,0.0,0.0,0.0,2.0,1001.46,2.0,0.7869834109995151,21203.0,2,2,0.00022548555593545846,1.0,0,0.0
A000091,0,0.0,0.0,0.0,1.0,337.01,1.0,0.0,0.0,0.0,3.0,788.08,3.0,2.338446930351211,-1.0,1,3,0.00018367736091593829,0.33333333355555556,0,0.0
A000092,0,0.0,0.0,0.0,5.0,10052.48,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,5,0,0.0008124349263009717,5000000001.0,0,0.0
A000093,0,1.0,786.54,1.0,2.0,3511.13,2.0,1.0,1458.84,1.0,2.0,1930.4299999999998,2.0,0.5498030548568267,216339.0,2,2,0.00022428596644369987,1.0,0,3.49999998775
A000094,0,1.0,1754.92,1.0,1.0,1754.92,1.0,0.0,0.0,0.0,2.0,7721.160000000001,2.0,4.3997219246436305,-1.0,1,2,0.0001414960412329676,0.50000000025,0,6.999999951
A000095,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,623.04,1.0,1.0,623.04,1.0,623039999999.9999,-1.0,0,1,8.305874477182321e-05,9.99999999e-10,0,0.0
A000096,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5310.21,1.0,5310210000000.0,-1.0,0,1,8.305874477182321e-05,9.99999999e-10,0,0.0
A000097,0,1.0,2009.45,1.0,2.0,2264.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2,0,0.0004305397701130115,2000000001.0,0,3.49999998775
A000098,0,0.0,0.0,0.0,1.0,85.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0,0.00011836555018979238,1000000001.0,0,0.0
A000099,0,1.0,515.88,1.0,1.0,515.88,1.0,0.0,0.0,0.0,3.0,3306.5200000000004,3.0,6.409475071709682,-1.0,1,3,0.00011571465013489618,0.33333333355555556,0,6.999999951
A000100,0,0.0,0.0,0.0,2.0,1369.85,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2,0,0.00039792335327005097,2000000001.0,0,0.0
A000101,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,616.52,1.0,616520000000.0,-1.0,0,1,8.305874477182321e-05,9.99999999e-10,0,0.0
A000102,0,0.0,0.0,0.0,1.0,1240.49,1.0,0.0,0.0,0.0,1.0,5686.22,1.0,4.583849930265795,-1.0,1,1,0.00011836555018979238,1.0,0,0.0
A000103,0,0.0,0.0,0.0,1.0,312.84,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0,0.00011836555018979238,1000000001.0,0,0.0
A000104,0,0.0,0.0,0.0,1.0,3317.66,1.0,2.0,2164.52,2.0,3.0,4190.61,3.0,1.2631222005867802,61285.0,1,3,0.00016975952570691876,0.33333333355555556,0,0.0
A000105,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,267.4,1.0,267399999999.99997,-1.0,0,1,8.305874477182321e-05,9.99999999e-10,0,0.0
A000106,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8025.11,4.0,8025109999999.999,-1.0,0,4,8.305874477182321e-05,2.499999999375e-10,0,0.0
A000108,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2019.4,1.0,1.0,2019.4,1.0,2019400000000.0,-1.0,0,1,8.305874477182321e-05,9.99999999e-10,0,0.0
A000109,0,0.0,0.0,0.0,2.0,368.39,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2,0,0.0002744138303235979,2000000001.0,0,0.0
A000110,0,1.0,127.73,1.0,1.0,127.73,1.0,0.0,0.0,0.0,2.0,3216.81,2.0,25.184451577349215,-1.0,1,2,0.0005404135427374702,0.50000000025,0,6.999999951
A000111,0,0.0,0.0,0.0,2.0,3524.7599999999998,2.0,0.0,0.0,0.0,1.0,599.13,1.0,0.16997753038499927,211420.5,2,1,0.000245534036523752,1.999999999,0,0.0
A000112,0,1.0,1427.66,1.0,29.0,53348.68,29.0,0.0,0.0,0.0,19.0,15452.47,19.0,0.28965046557852436,542.2222222222222,29,19,0.002995563579388628,1.5263157894459833,0,0.2413793102865636
A000115,0,0.0,0.0,0.0,1.0,979.52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0,0.00012586680151683655,1000000001.0,0,0.0
A000116,0,0.0,0.0,0.0,1.0,3651.35,1.0,0.0,0.0,0.0,4.0,4378.53,4.0,1.1991537376583457,13333.0,1,4,0.00015367235560776154,0.2500000001875,0,0.0
A000117,0,0.0,0.0,0.0,1.0,1683.19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0,0.00019698188628514422,1000000001.0,0,0.0
A000118,0,2.0,3582.8599999999997,2.0,37.0,65331.82,37.0,0.0,0.0,0.0,22.0,44997.04,22.0,0.6887461576916013,12807.84375,37,22,0.004150278385335097,1.68181818178719,0,0.3783783783067933
A000119,0,1.0,2060.4,1.0,19.0,29962.4,18.0,1.0,977.65,1.0,14.0,10645.41,14.0,0.35529229968225656,27170.052631578947,18,14,0.001600769629876234,1.357142857117347,0,0.36842105249584484
A000120,0,0.0,0.0,0.0,2.0,6116.59,2.0,0.0,0.0,0.0,1.0,15.98,1.0,0.002612566806014035,-1.0,2,1,0.00022428596644369987,1.999999999,0,0.0
A000121,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,409.15,1.0,409149999999.99994,-1.0,0,1,8.305874477182321e-05,9.99999999e-10,0,0.0
A000122,0,0.0,0.0,0.0,1.0,1661.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0,0.00018367736091593829,1000000001.0,0,0.0
A000123,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,292.1,1.0,292100000000.0,-1.0,0,1,8.305874477182321e-05,9.99999999e-10,0,0.0
A000124,0,0.0,0.0,0.0,1.0,228.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0,0.00015367235560776154,1000000001.0,0,0.0
A000127,0,0.0,0.0,0.0,2.0,4145.3,2.0,0.0,0.0,0.0,1.0,2947.57,1.0,0.7110631317393888,-1.0,2,1,0.00020592123250276744,1.999999999,0,0.0
A000129,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1293.52,2.0,1293520000000.0,-1.0,0,2,8.305874477182321e-05,4.9999999975e-10,0,0.0
A000130,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,633.84,1.0,633840000000.0,-1.0,0,1,8.305874477182321e-05,9.99999999e-10,0,0.0
A000131,0,0.0,0.0,0.0,1.0,1889.12,1.0,0.0,0.0,0.0,1.0,2603.31,1.0,1.3780543321750984,-1.0,1,1,0.00026595857623990313,1.0,0,0.0
A000132,0,0.0,0.0,0.0,1.0,987.07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0,0.00036116854726132034,1000000001.0,0,0.0
A000133,0,0.0,0.0,0.0,1.0,968.6,1.0,0.0,0.0,0.0,1.0,1715.07,1.0,1.7706690068121302,129744.0,1,1,0.00011836555018979238,1.0,0,0.0
A000134,0,0.0,0.0,0.0,1.0,1301.26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0,0.0003275315760947574,1000000001.0,0,0.0
A000136,0,0.0,0.0,0.0,2.0,9338.75,2.0,0.0,0.0,0.0,1.0,243.7,1.0,0.026095569535534616,138378.0,2,1,0.00018569446978744481,1.999999999,0,0.0
A000137,0,0.0,0.0,0.0,1.0,4328.41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0,0.00011326439400784193,1000000001.0,0,0.0
A000138,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2603.07,1.0,2603070000000.0,-1.0,0,1,8.305874477182321e-05,9.99999999e-10,0,0.0
A000139,0,0.0,0.0,0.0,2.0,6243.620000000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2,0,0.0002456749366526495,2000000001.0,0,0.0
A000140,0,2.0,2213.8500000000004,2.0,2.0,2213.8500000000004,2.0,2.0,2892.94,2.0,3.0,3715.73,3.0,1.6784018790786734,30380.5,2,3,0.0001889791610257307,0.6666666667777777,0,6.9999999755
A000143,0,0.0,0.0,0.0,1.0,247.11,1.0,0.0,0.0,0.0,1.0,2115.57,1.0,8.561248027159722,-1.0,1,1,0.00011836555018979238,1.0,0,0.0
A000144,0,0.0,0.0,0.0,1.0,2510.75,1.0,0.0,0.0,0.0,1.0,34.11,1.0,0.013585581997405722,-1.0,1,1,0.00020816266451042294,1.0,0,0.0
A000145,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1339.19,1.0,1339190000000.0,-1.0,0,1,8.305874477182321e-05,9.99999999e-10,0,0.0
A000146,0,0.0,0.0,0.0,1.0,4217.0,1.0,0.0,0.0,0.0,1.0,3793.21,1.0,0.8995043870047664,-1.0,1,1,0.0002236446267134941,1.0,0,0.0
A000147,0,1.0,623.73,1.0,1.0,623.73,1.0,0.0,0.0,0.0,2.0,5099.76,2.0,8.176230099549203,-1.0,1,2,0.00015367235560776154,0.50000000025,0,6.999999951
A000148,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,340.85,1.0,340850000000.0,-1.0,0,1,8.305874477182321e-05,9.99999999e-10,0,0.0
A000149,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1345.96,1.0,1345960000000.0,-1.0,0,1,8.305874477182321e-05,9.99999999e-10,0,0.0
A000150,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,630.13,1.0,630130000000.0,-1.0,0,1,8.305874477182321e-05,9.99999999e-10,0,0.0
A000151,0,0.0,0.0,0.0,2.0,4812.13,2.0,0.0,0.0,0.0,2.0,5983.8,2.0,1.2434826158060477,186600.5,2,2,0.0002446643632547908,1.0,0,0.0
A000152,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1074.1,1.0,1074099999999.9999,-1.0,0,1,8.305874477182321e-05,9.99999999e-10,0,0.0
A000154,0,1.0,83.79,1.0,2.0,1392.32,2.0,0.0,0.0,0.0,1.0,3764.45,1.0,2.7037247184535858,35793.0,2,1,0.00014136619545101434,1.999999999,0,3.49999998775
A000155,0,0.0,0.0,0.0,1.0,2692.0,1.0,0.0,0.0,0.0,1.0,1004.47,1.0,0.37313150074280343,118952.0,1,1,0.00015367235560776154,1.0,0,0.0
A000156,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6380.610000000001,4.0,6380610000000.0,-1.0,0,4,8.305874477182321e-05,2.499999999375e-10,0,0.0
A000157,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,476.59,1.0,476589999999.99994,-1.0,0,1,8.305874477182321e-05,9.99999999e-10,0,0.0
A000158,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,606.55,1.0,606549999999.9999,-1.0,0,1,8.305874477182321e-05,9.99999999e-10,0,0.0
A000159,0,0.0,0.0,0.0,1.0,471.98,1.0,0.0,0.0,0.0,1.0,843.71,1.0,1.7875969320696055,-1.0,1,1,0.00014620815130432242,1.0,0,0.0
